Timestamp,CPU,Memory,Disk,InputActive
2025-10-16 16:00:42.182261,10.0,76.9,81.1,1
2025-10-16 16:00:47.197403,3.2,75.4,81.1,1
2025-10-16 16:00:52.205621,2.7,75.2,81.1,1
2025-10-16 16:00:57.212524,4.6,74.9,81.1,1
